gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
42183,Queen of the Black Coast,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
42188,Shadows in the Moonlight,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
42914,Gladiator,"Wylie, Philip",41928,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
43038,Ripeness is All,"Roarke, Jesse",41995,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
43041,Double or Nothing,"Sharkey, Jack",32269,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
43048,The Piebald Hippogriff,"Anderson, Karen",41998,en,Science Fiction/Science Fiction by Women/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
43235,First on the Moon,"Sutton, Jeff",42085,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
45858,Lucian's True History,"Lucian, of Samosata",1997,en,Precursors of Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Classics of Literature,Public domain in the USA.,TRUE
46534,"The Fantasy Fan, November 1933
The Fans' Own Magazine",Various,116,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Essays, Letters & Speeches/Category: Journalism/Media/Writing",Public domain in the USA.,TRUE
46535,"The Fantasy Fan, December 1933
The Fans' Own Magazine",Various,116,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Essays, Letters & Speeches/Category: Journalism/Media/Writing",Public domain in the USA.,TRUE
49693,The Machine That Floats,"Gibson, Joe",53256,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
49754,What Do You Read?,"Ellanby, Boyd",35725,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
49762,Diagnosis,"Palmer, Ray",35943,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Romance/Category: Adventure,Public domain in the USA.,TRUE
49767,Business For the Lawyers,"Robin, Ralph",45533,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
49809,Junior,"Abernathy, Robert",35455,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
49826,The Lights on Precipice Peak,"Tall, Stephen",45559,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
49897,The Gravity Business,"Gunn, James E.",25015,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
49901,The Snare,"Smith, Richard Rein",33589,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50133,The Dunwich horror,"Lovecraft, H. P. (Howard Phillips)",34724,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: American Literature",Public domain in the USA.,TRUE
50332,The Diamond Lens,"O'Brien, Fitz James",5848,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
50571,The Green Odyssey,"Farmer, Philip José",33989,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
50682,The Planet Mappers,"Evans, E. Everett (Edward Everett)",8800,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50702,Venus Boy,"Sutton, Lee",46052,en,Science Fiction/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
50713,One Against the Moon,"Wollheim, Donald A.",36516,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
50736,Address: Centauri,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50766,The Snowball Effect,"MacLean, Katherine",34332,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
50774,Contagion,"MacLean, Katherine",34332,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
50783,The Alien,"Jones, Raymond F.",25386,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50796,Shipping Clerk,"Samachson, Joseph",33434,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
50800,Bimmie Says,"Van Scyoc, Sydney J.",46089,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
50802,A City Near Centaurus,"Doede, William R.",46090,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50818,How to Make Friends,"Harmon, Jim",35040,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
50826,The Moons of Mars,"Evans, Dean",35345,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50827,Orphans of the Void,"Shaara, Michael",35381,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50835,The Luckiest Man in Denv,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50842,Green Grew the Lasses,"Wainwright, Ruth Laura",46111,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50848,Soldier Boy,"Shaara, Michael",35381,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
50863,Alien Minds,"Evans, E. Everett (Edward Everett)",8800,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50869,A Gleeb for Earth,"Schafhauser, Charles",46116,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50877,Education of a Martian,"Shallit, Joseph",46122,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Romance,Public domain in the USA.,TRUE
50889,Half past Alligator,"Colvin, Donald",46128,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50890,The Birds of Lorrane,"Doede, William R.",46090,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50892,My Lady Selene,"Ludens, Magnus",46129,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50893,The Great Nebraska Sea,"Danzig, Allan",46130,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
50921,"$1,000 a Plate","McKenty, Jack",35999,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
50923,The Serpent River,"Wilcox, Don",46145,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50924,Sweet Tooth,"Young, Robert F.",25767,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour/Category: Adventure,Public domain in the USA.,TRUE
50928,Hot Planet,"Clement, Hal",46167,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
50936,Man in a Sewing Machine,"Stecher, L. J., Jr.",32723,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
50945,Point of Departure,"Shelton, Vaughan",46157,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50948,Of All Possible Worlds,"Tenn, William",35965,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
50959,End as a World,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
50969,Big Ancestor,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50971,The Problem Makers,"Hoskins, Robert",36004,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
50980,The Freelancer,"Zacks, Robert",46179,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
50981,Garrity's Annuities,"Mason, David",26303,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
50988,Bodyguard,"Gold, H. L. (Horace Leonard)",35538,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
50989,The Nostalgia Gene,"Hutchins, Roy",46185,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51008,Two Weeks in August,"Robinson, Frank M.",34076,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour/Category: American Literature,Public domain in the USA.,TRUE
51027,Jaywalker,"Rocklynne, Ross",34040,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51028,The Protector,"Curtis, Betsy",36000,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51035,Up for Renewal,"Daniel, Lucius",34122,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51047,Pollony Undiverted,"Van Scyoc, Sydney J.",46089,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51074,Don't Shoot,"Zacks, Robert",46179,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
51076,"Aaron Rodd, Diviner","Oppenheim, E. Phillips (Edward Phillips)",594,en,"Category: Crime, Thrillers and Mystery/Category: Adventure/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
51081,The Amateurs,"Cogan, Alan",36077,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51091,The Deep One,"Ruzic, Neil P.",46239,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51092,Rattle OK,"Warner, Harry",35998,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
51115,Transfer Point,"Boucher, Anthony",46245,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51122,The Men in the Walls,"Tenn, William",35965,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51129,A Gift from Earth,"Banister, Manly",46252,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51132,Whiskaboom,"Arkin, Alan",46255,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
51136,Nothing But the Best,"Cogan, Alan",36077,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51137,Cause of Death,"Tadlock, Max",46257,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51148,Common Denominator,"MacDonald, John D. (John Dann)",45620,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51150,Venus is a Man's World,"Tenn, William",35965,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
51153,The Semantic War,"Clothier, Bill",46265,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51167,Butterfly 9,"Keith, Donald",46272,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51170,The Fire and the Sword,"Robinson, Frank M.",34076,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51171,A Little Journey,"Bradbury, Ray",41269,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51185,All Jackson's Children,"Galouye, Daniel F.",35969,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51193,Pictures Don't Lie,"MacLean, Katherine",34332,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51194,Made to Measure,"Gault, William Campbell",35339,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51201,Volpla,"Guin, Wyman",46291,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51202,Name Your Symptom,"Harmon, Jim",35040,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Psychiatry/Psychology,Public domain in the USA.,TRUE
51203,A Coffin for Jacob,"Ludwig, Edward W.",35976,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
51231,Syndrome Johnny,"Dye, Charles",45153,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51232,"Psychotennis, Anyone?","Williams, Lloyd",46317,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51234,Zeritsky's Law,"Griffith, Ann Warren",46319,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
51247,Dead End,"Macfarlane, Wallace",46325,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51249,Spacemen Die at Home,"Ludwig, Edward W.",35976,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
51256,The Cool War,"Fetler, Andrew",46330,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery",Public domain in the USA.,TRUE
51257,The Furious Rose,"Evans, Dean",35345,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51268,The Girls From Earth,"Robinson, Frank M.",34076,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51273,Advance Agent,"Anvil, Christopher",46334,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
51274,Ambition,"Bade, William L.",46335,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51297,The Pilot and the Bushman,"Jacobs, Sylvia",46363,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51304,A Touch of E Flat,"Gibson, Joe",53256,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
51311,Make me an offer,"Blomberg, Con",46352,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
51330,I Am a Nucleus,"Barr, Stephen",46361,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
